0, 23.0823, 23.375
1, 23.0738, 23.375
2, 23.0904, 23.375
3, 23.076, 23.375
4, 23.0778, 23.3125
5, 23.0675, 23.3125
6, 23.0675, 23.3125
7, 23.0606, 23.375
8, 23.0695, 23.3125
9, 23.0768, 23.375
10, 23.0661, 23.3125
11, 23.0751, 23.375
12, 23.0598, 23.375
13, 23.0608, 23.375
14, 23.0526, 23.3125
15, 23.0558, 23.3125
16, 23.0507, 23.3125
17, 23.0377, 23.3125
18, 23.0459, 23.3125
19, 23.0432, 23.375
20, 23.0446, 23.3125
21, 23.0333, 23.3125
22, 23.0341, 23.3125
23, 23.0181, 23.3125
24, 23.023, 23.3125
25, 23.0234, 23.3125
26, 23.0181, 23.3125
27, 23.0181, 23.3125
28, 23.0228, 23.3125
29, 23.0112, 23.3125
30, 23.0215, 23.3125
31, 23.0099, 23.3125
32, 22.9969, 23.3125
33, 23.0049, 23.3125
34, 22.9893, 23.375
35, 23.0242, 23.25
36, 23.0022, 23.3125
37, 23.0042, 23.3125
38, 23.0036, 23.3125
39, 22.9959, 23.3125
40, 23.0026, 23.3125
41, 22.999, 23.3125
42, 22.9963, 23.3125
43, 22.999, 23.3125
44, 23.0032, 23.3125
45, 23.0009, 23.3125
46, 22.9866, 23.3125
47, 22.9807, 23.3125
48, 22.9807, 23.3125
49, 22.9757, 23.3125
50, 22.9833, 23.3125
51, 22.9761, 23.3125
52, 22.9744, 23.3125
53, 22.9814, 23.3125
54, 22.9929, 23.3125
55, 22.9919, 23.3125
56, 22.9752, 23.3125
57, 22.9635, 23.3125
58, 22.9793, 23.3125
59, 22.9631, 23.3125
60, 22.9727, 23.3125
61, 22.9874, 23.3125
62, 22.9784, 23.3125
63, 22.9874, 23.3125
64, 22.981, 23.3125
65, 22.9887, 23.3125
66, 22.9744, 23.3125
67, 22.9727, 23.3125
68, 22.9685, 23.3125
69, 22.9731, 23.3125
70, 22.9658, 23.3125
71, 22.9618, 23.375
72, 22.9797, 23.3125
73, 22.9688, 23.3125
74, 22.9753, 23.3125
75, 22.9586, 23.3125
76, 22.9622, 23.3125
77, 22.9586, 23.3125
78, 22.9542, 23.3125
79, 22.9424, 23.3125
80, 22.95, 23.375
81, 22.9515, 23.3125
82, 22.9626, 23.3125
83, 22.945, 23.3125
84, 22.9389, 23.3125
85, 22.9424, 23.375
86, 22.932, 23.3125
87, 22.9433, 23.3125
88, 22.9357, 23.3125
89, 22.929, 23.3125
90, 22.9334, 23.375
91, 22.9275, 23.3125
92, 22.9324, 23.3125
93, 22.9446, 23.3125
94, 22.9416, 23.3125
95, 22.932, 23.3125
96, 22.9301, 23.3125
97, 22.9351, 23.3125
98, 22.9364, 23.3125
99, 22.9347, 23.3125
100, 22.936, 23.3125
101, 22.9523, 23.3125
102, 22.9469, 23.25
103, 22.9479, 23.3125
104, 22.95, 23.3125
105, 22.9271, 23.3125
106, 22.9351, 23.3125
107, 22.9261, 23.3125
108, 22.9288, 23.25
109, 22.925, 23.3125
110, 22.932, 23.3125
111, 22.946, 23.3125
112, 22.9258, 23.3125
113, 22.9225, 23.3125
114, 22.925, 23.3125
115, 22.929, 23.3125
116, 22.9154, 23.3125
117, 22.9248, 23.3125
118, 22.9301, 23.3125
119, 22.9303, 23.3125
120, 23.0808, 23.625
121, 24.2014, 25.125
122, 26.0305, 27.0
123, 27.3483, 28.25
124, 28.574, 29.375
125, 29.6398, 30.5625
126, 31.0766, 32.125
127, 32.515, 33.75
128, 33.5573, 34.9375
129, 34.3813, 36.1875
130, 34.9985, 36.9375
131, 35.4317, 37.0625
132, 35.848, 37.375
133, 36.2236, 37.6875
134, 36.412, 37.75
135, 36.6432, 37.875
136, 36.9306, 38.125
137, 37.1834, 38.25
138, 37.3403, 38.375
139, 37.5114, 38.5
140, 37.7201, 38.625
141, 37.8801, 38.75
142, 37.985, 38.8125
143, 37.9976, 38.75
144, 38.0695, 38.9375
145, 38.4603, 39.625
146, 38.5732, 39.8125
147, 38.5385, 39.625
148, 38.5179, 39.6875
149, 38.3543, 40.5
150, 38.2296, 40.75
151, 38.2284, 41.1875
152, 38.2345, 40.9375
153, 38.2202, 40.4375
154, 38.1342, 40.3125
155, 38.0646, 40.25
156, 37.9894, 40.1875
157, 37.9019, 40.1875
158, 37.8437, 40.125
159, 37.7726, 40.125
160, 37.6612, 40.0
161, 37.549, 39.9375
162, 37.4645, 39.9375
163, 37.3819, 39.8125
164, 37.3005, 39.75
165, 37.2099, 39.6875
166, 37.1031, 39.5
167, 36.9972, 39.375
168, 36.8776, 39.25
169, 36.7638, 39.125
170, 36.6955, 39.0625
171, 36.5453, 38.9375
172, 36.372, 38.75
173, 35.9501, 38.625
174, 35.9625, 38.5625
175, 35.9592, 38.5
176, 35.8658, 38.3125
177, 35.799, 38.25
178, 35.7298, 38.125
179, 35.6434, 38.0
180, 35.5629, 37.9375
181, 35.4414, 37.8125
182, 35.3121, 37.6875
183, 35.2238, 37.5
184, 35.1223, 37.4375
185, 34.9909, 37.25
186, 34.8902, 37.1875
187, 34.8223, 37.0625
188, 34.7116, 36.9375
189, 34.606, 36.8125
190, 34.5041, 36.6875
191, 34.4189, 36.5625
192, 34.3527, 36.5
193, 34.2531, 36.4375
194, 34.1785, 36.25
195, 34.0805, 36.1875
196, 34.0162, 36.0625
197, 33.9029, 36.0
198, 33.7818, 35.875
199, 33.7086, 35.6875
200, 33.6172, 35.625
201, 33.5373, 35.5625
202, 33.4436, 35.4375
203, 33.3753, 35.3125
204, 33.3124, 35.25
205, 33.235, 35.125
206, 33.1476, 35.0
207, 33.065, 34.9375
208, 32.9817, 34.8125
209, 32.881, 34.6875
210, 32.8207, 34.625
211, 32.7396, 34.5
212, 32.6584, 34.375
213, 32.5775, 34.3125
214, 32.501, 34.1875
215, 32.4415, 34.125
216, 32.3606, 34.0
217, 32.2927, 33.9375
218, 32.2325, 33.875
219, 32.1329, 33.8125
220, 32.0444, 33.625
221, 31.9658, 33.5
222, 31.8973, 33.4375
223, 31.8367, 33.375
224, 31.7728, 33.3125
225, 31.7093, 33.1875
226, 31.6229, 33.125
227, 31.5569, 33.0625
228, 31.525, 32.9375
229, 31.4297, 32.875
230, 31.3774, 32.8125
231, 31.324, 32.75
232, 31.2429, 32.6875
233, 31.1687, 32.5625
234, 31.1296, 32.5
235, 31.0694, 32.4375
236, 31.0265, 32.3125
237, 30.9473, 32.25
238, 30.8863, 32.125
239, 30.8065, 32.0625
240, 30.776, 32.0
241, 30.6974, 31.9375
242, 30.6429, 31.875
243, 30.5717, 31.75
244, 30.5143, 31.75
245, 30.4699, 31.6875
246, 30.3911, 31.5625
247, 30.343, 31.5
248, 30.2889, 31.4375
249, 30.2679, 31.375
250, 30.2189, 31.25
251, 30.1544, 31.1875
252, 30.1132, 31.125
253, 30.0756, 31.125
254, 30.006, 31.0625
255, 29.9601, 31.0
256, 29.9106, 30.9375
257, 29.8775, 30.75
258, 29.8231, 30.75
259, 29.7802, 30.6875
260, 29.7169, 30.625
261, 29.6762, 30.625
262, 29.6358, 30.5
263, 29.5811, 30.4375
264, 29.5486, 30.375
265, 29.4907, 30.3125
266, 29.4361, 30.25
267, 29.3997, 30.1875
268, 29.3549, 30.1875
269, 29.286, 30.125
270, 29.2513, 30.0625
271, 29.1973, 29.9375
272, 29.1532, 29.9375
273, 29.1033, 29.875
274, 29.0531, 29.8125
275, 28.998, 29.75
276, 28.9514, 29.6875
277, 28.9087, 29.625
278, 28.8532, 29.625
279, 28.821, 29.5625
280, 28.772, 29.5
281, 28.718, 29.5
282, 28.6531, 29.4375
283, 28.6173, 29.375
284, 28.5896, 29.3125
285, 28.533, 29.3125
286, 28.475, 29.25
287, 28.4391, 29.1875
288, 28.38, 29.1875
289, 28.3504, 29.125
290, 28.3091, 29.0625
291, 28.2696, 29.0
292, 28.22, 28.9375
293, 28.1931, 28.9375
294, 28.1427, 28.875
295, 28.0994, 28.8125
296, 28.072, 28.8125
297, 28.0279, 28.75
298, 27.9839, 28.6875
299, 27.968, 28.6875
